哀兵必胜 骄兵必败
格局 格式
格式 格局
格外 非分特别
格于环境 时势所迫
隔岸观火 冷眼旁观
隔壁 近邻
隔断 隔绝
隔阂 隔膜
隔绝 隔断
隔开 离隔
隔邻 隔壁
隔膜 隔阂
个别 个体
个人 小我
个人主义 本位主义
个体 个别
个性难改 本性难移
各半 参半
各别 互异
各不相犯 互不侵犯
各不相谋 各自为政
各处 遍地
各国 列国
各尽所能 各展其长
各人 大家
各式各样 林林总总
各抒己见 畅所欲言
各位 列位
各异 各别
各有千秋 各有所长
各展其长 各尽所能
各执己见 互不相让
各执一词 各不相谋
各种 各类
各自进行 各行其是
给予 赐与
给与 授与
根本 基本
根除 铲除
根基 基础
根据 依据
跟班 仆从
跟从 扈从
跟随 追随
亘古未有 史无前例
更次 更头
更鼓敲尽 铜漏滴尽
更换 改换
更加 加倍
更阑 夜阑
更名 改名
更头 更次
耕具 农具
耕耘 耕作
耕作 垦植
耿介 廉洁
工厂 工场
工场 工厂
工夫 功夫
工具 对象
工头 领班
工致 工整
弓鞬 弓套
弓手 射手
弓套 弓鞬
弓足 金莲
公布 颁布
公差 公役
公道 公平
公牍 公文
公断 公评
公告 通知布告
公馆 第宅
公价 官价
公开场合 公共场所
公理 正义
公民 国民
公判 公审
公平 公正
公评 公断
公然 果然
公审 公判
公事 公务
公文 公函
公务 公事
公役 公差
公正 公平
公证人 评判人
公众 "大众,"
公子 令郎
公子哥儿 膏粱子弟
公子王孙 纨子弟
功败垂成 半途而废
功成身退 知难而退
功德 好事
功夫 工夫
功绩 功劳
功劳 功绩
功名利禄 富贵荣华
功能 功效
功效 功能
功勋 功劳
攻击 进击
攻克 霸占
攻其不备 乘虚而入
攻陷 攻下
供不应求 求过于供
供词 口供
供给 供应
供养 赡养
供应 供给
恭恭敬敬 必恭必敬
恭敬 恭顺
恭顺 恭敬
恭维 奉承
共鸣 共识
共识 共鸣
共同 配合
共同努力 通力合作
贡献 进献
勾搭 勾结
勾画 勾勒
勾魂摄魄 荡气回肠
勾结 勾搭
勾栏 北里
勾勒 勾画
勾通 勾结
勾消 抹煞
勾引 引诱
沟渠 水渠
钩心斗角 尔虞我诈
狗洞 狗窦
狗窦 狗洞
狗仗人势 驴蒙虎皮
苟且偷安 自甘堕落
苟且偷生 敷衍塞责
苟求不已 诛求无厌
构成 组成
构思 构想
构想 构思
构怨 成仇
构造 结构
构筑 修建
购买 购置
购置 购买
媾和 议和
估计 估量
估计打算 盘算推算
估量 估计
咕咕唧唧 喁喁细语
姑息 迁就
孤本 秘本
孤单 孤独
孤独 孤单
孤芳自赏 自命不凡
孤拐脸 孤拐面
孤拐面 孤拐脸
孤家寡人 孤苦伶仃
孤介 孤僻
孤苦 伶丁
孤苦伶仃 离群索居
孤陋寡闻 目光如豆
孤僻 孤介
孤注一掷 背注一掷
毂下 都门
鹘程万里 长风万里
古板 呆板
古道 旧道
古道热肠 古貌古心
古董 骨董
古怪 怪僻
古迹 事迹
古井不波 老僧入定
古貌古心 古道热肠
古人 前人
古刹 庙宇
古往今来 从古到今
古雅 高古
谷旦 吉日
骨董 古董
骨干 主干
骨气 节气
骨肉 骨血
骨血 骨肉
蛊惑 勾引
鼓吹 宣传
鼓动 煽动
鼓动感动 激昂
鼓励 勉励
鼓起 兴起
鼓掌 拍手
瞽者 盲人
固步自封 抱残守缺
固结 凝结
固然 虽然
固若金汤 稳如泰山
固执 执拗
故步自封 停滞不前
故国 祖国
故交 故友
故旧 素交
故居 旧居
故里 桑梓
故乡 家乡
故意 有意
故友 故交
故宅 故园
顾忌 忌惮
顾虑 挂念
顾盼 睥睨
顾问 参谋
雇用 招聘
瓜代 交替
瓜熟蒂落 顺理成章
刮风 起风
刮目相看 另眼相看
寡妇 孀妇
寡居 孀居
挂彩 负伤
挂花 负伤
挂记 挂心
挂念 牵挂
挂心 挂记
乖谬 谬妄
拐弯抹角 旁敲侧击
拐杖 手杖
怪诞 神怪
怪杰 奇人
怪僻 古怪
怪样子 四不像
关隘 关口
关闭 封闭
关怀 关心
关键 症结
关口 关隘
关连 干系
关联 联系关系
关门落锁 闭门塞窦
关切 关心
关心 关怀
关照 通知
关注 存眷
观 不雅
观察 视察
观点 概念
观光 旅行
观看 旁观
观赏 欣赏
观望 张望
官场 宦海
官价 公价
官吏 仕宦
官僚 权要
官署 官厅
官司 讼事
官厅 官署
官样文章 例行公事
管鲍之交 陈雷之契
管工 督工
管见 鄙见
管库 司库
管理 治理
管束 牵制
管帐 司帐
管制 管束
管中窥豹 坐井观天
贯彻始终 坚持到底
贯穿 贯串
贯串 贯穿
贯注 灌注
惯例 通例
惯用 习用
灌溉 浇灌
灌输 灌注贯注
灌音 录音
光彩 光荣
光风霁月 冰壶秋月
光复 收复
光顾 惠顾
光怪陆离 千奇百怪
光滑 滑腻
光滑油滑 圆滑
光辉 辉煌
光脚 赤脚
光亮 光明
光临 惠临
光溜溜 光秃秃
光芒 光线
光明 光亮
光明磊落 正大光明
光明正大 名正言顺
光荣 光彩
光天化日 青天白日
光秃秃 光溜溜
光显 鲜明
光阴 时间
光阴似箭 白驹过隙
广博 渊博
广大 宽大
广泛 普遍
广告 告白
广阔 辽阔
广漠 宽敞豁达
归并 合并
归程 归途
归还 清偿
归咎 归罪
归来回头 返来
归纳综合 概括
归去 回去
归天 物化
归途 归程
归隐志士 伏枥老骥
归罪 归咎
圭表标准 圭臬
圭臬标准 圭表
龟年 鹤寿
龟婆 鸨母
规定 划定
规复 恢复
规划 计划
规矩 规则
规律 纪律
规模 范围
规劝 劝戒
规行矩步 规规矩矩
规则 规矩
闺范 阃范
轨范 法度模范
诡辩 狡辩
诡计 阴谋
鬼斧神工 巧夺天工
鬼怪 鬼魅
鬼鬼祟祟 偷偷摸摸
鬼火 磷火
鬼哭神号 天愁地惨
鬼魅 鬼怪
鬼迷心窍 鬼摸脑壳
鬼摸脑壳 鬼迷心窍
鬼域 黄泉
鬼域伎俩 阴谋诡计
鬼蜮伎俩 卑劣手段
贵宾 高朋
贵显 显要
贵寓 府上
贵重 珍贵
桂花 木樨
滚存 结存
滚蛋 滚开
滚瓜烂熟 倒背如流
滚滚 滔滔
滚开 滚蛋
滚水 沸水
锅炉 汽锅
国粹 国学
国都 都城
国度 国家
国蠹 民贼
国法 公法
国家 国度
国家荣誉 邦家之光
国交 邦交
国困民艰 民穷财尽
国脉 邦本
国民 公民
国事 国是
国是 国事
国土 领土
国学 国粹
国祚 鼎祚
果断 武断
果腹 充饥
果然 果真
裹足 缠足
过程 进程
过错 错误
过分 过火
过河拆桥 不知恩义
过后 事后
过后行兵 坐失良机
过活 度日
过火 过分
过目不忘 过目成诵
过目成诵 目即成诵
过期 过时
过去 曩昔
过人才略 盘盘大才
过甚 过火
过甚其辞 夸大其词
过甚其实 名过其实
过剩 多余
过堂 审问
过头 过火
过问 干预干与
过细 细致
过夜 留宿
过犹不及 矫枉过正
海阪 海隅
海不扬波 风平浪静
海潮 浪潮
海底捞针 江中钓月
海疆 海域
海角天涯 天涯海角
海军 水师
海阔天空 放言高论
海浪 波浪
海内 国内
海誓山盟 天长地久
海隅 海阪
海员 舵手
骇人听闻 危言耸听
害怕 畏惧
害臊 怕羞
憨厚 浑厚
憨实 憨厚
含垢忍辱 忍尤含诟
含糊 暧昧
含糊其词 模棱两可
含混 含糊
含沙射影 架词诬控
含笑 浅笑
含笑九泉 含笑入地
含笑入地 含笑九泉
含辛茹苦 历尽艰辛
含羞 害羞
含血喷人 血口喷人
含义 寄义
函牍 尺素
寒不择衣 饥不择食
寒冬 穷冬
寒风 北风
寒光 冷光
寒害 冷害
寒家 敝宅
寒冷 严寒
寒门饮恨 牛衣对泣
寒气 冷气
寒舍 舍下
寒天 冷天
寒暄 酬酢
寒衣 冬衣
寒战 寒噤
罕见 罕有
罕用 少用
汉文 华文
扞格难入 格格不入
汗出如浆 汗流浃背
汗流浃背 汗如雨下
汗青 历史
汗如雨下 汗出如浆
悍然不顾 不顾一切
捍卫 保卫
颔首 点头
颔首应承 点头答应
熯 烦忙
翰墨 笔墨
翰札 简牍
航海 帆海
航路 航线
航线 航路
毫不勉强 心甘情愿
毫光 光芒
豪放 豪迈
豪富 大富
豪华 奢华
豪杰 英雄
豪迈 豪放
豪门 朱门
豪情 激情
豪爽 豪放
豪饮 牛饮
好本领 好身手
好比 比如
好不容易 十分困难
好菜 佳肴
好处 利益
好多 很多多少
好管闲事 多事生非
好汉 英雄
好坏 利害
好久 很久
好看 悦目
好梦 美梦
好人 大好人
好人难做 善门难开
好身手 好本领
好生之德 慈悲心肠
好事 功德
好似 宛如彷佛
好天 晴天
好像 似乎
好学 勤学
好逸恶劳 吊儿郎当
好友 石友
号角 军号
号令 号召
号召 号令
浩大 浩荡
浩荡 浩大
浩繁 众多
浩浩荡荡 声势赫赫
浩劫 大难
浩叹 长吁
耗费 消耗
耗损 耗费
皓首苍颜 白发苍颜
诃斥 斥骂
呵叱 呵斥
呵斥 呵叱
呵欠 欠伸
呵责 呼
喝采 叫好
喝彩 喝采
喝茶 品茗
合并 归并
合法 正当
合格 及格
合股 合资
合伙 合股
合家 百口
合力攻敌 戮力同心
合浦珠还 失而复得
合身 称身
合时 应时
合适 适合
合资 合伙
合作无懈 紧密合作
何必 何须
何等 多么
何干 何关
何故 何以
何关 何干
何堪 那堪
何况 况且
何须 何必
何以 何故
何在 安在
何足道哉 不值一提
和蔼 和气
和蔼可亲 蔼然可亲
和好 亲睦
和缓 懈弛
和解 息争
和睦 和气
和盘托出 尽情宣露
和气 和蔼
和洽 和好
和善 和气
和尚 僧人
和事老 鲁仲连
和顺 温柔
和谐 协调
和颜悦色 平易近人
和议 订定合同
河边 河畔
河滨 河干
河伯 河神
河道 河流
河流 河道
河清海晏 水静无波
河神 河伯
核办 查究
核定 审定
核对 查对
核心 焦点
核阅 审阅
荷包 钱袋
贺年 拜年
贺喜 道贺
鹤发 白发
鹤立鸡群 佼佼不群
鹤寿 龟年
黑暗 阴郁
黑白 诟谇
黑白不分 善恶不分
黑沉沉 黑洞洞
黑洞洞 黑沉沉
黑糊糊 黑沉沉
黑幕 内幕
黑钱 陋规
黑市 暗盘
黑魆魆 黑沉沉
黑压压 黑糊糊
黑黝黝 黑沉沉
痕迹 陈迹
很多 许多
很多多少 好多
很久 良久
狠毒 恶毒
狠恶 乖戾
恨入骨髓 恨之入骨
恨之入骨 恨入骨髓
亨衢 通衢
亨通 利市
恒河沙数 数以万计
恒久 长期
横暴 凶残
横亘 绵亘
横竖 反正
横死 非命
横行霸道 作奸犯科
衡量 权衡
衡宇 房屋
轰动 惊动
轰隆 霹雳
哄传 盛传
哄人 骗人
烘托 衬托
弘大 宏大
红尘 尘凡
红军 赤军
红利 盈余
红颜 朱颜
宏大 巨大
宏儒硕学 博学多才
宏伟 雄伟
洪亮 响亮
洪流 大水
鸿图 鸿猷
鸿猷 鹏图
鸿运 隆运
猴子 山公
后代 子女
后盾 后援
后果 效果
后悔 懊悔
后记 跋文
后进 落后
后来居上 青出于蓝
后妻 继室
后手 背工
后退 撤退退却
后援 后盾
后坐力 反冲力
厚待 优遇
厚交 深交
厚利 重利
厚颜无耻 恬不知耻
厚遇 厚待
呼喊 呼叫招呼
呼唤 召唤
呼卢喝雉 呼么喝六
呼么喝六 呼卢喝雉
呼啸 咆哮
呼 呵责
忽忽不乐 闷闷不乐
忽略 疏忽
忽然 溘然
忽视 疏忽
狐假虎威 仗势欺人
狐媚 媚惑
狐疑 怀疑
胡匪 马贼
胡混 厮混
胡里胡涂 浑浑噩噩
胡闹 混闹
胡说 乱说
胡思乱想 妙想天开
胡天胡地 放肆荒唐
胡涂一时 聪明一世
胡诌 扯谈
胡作非为 任性妄为
虎豹 豺狼
虎将 猛将
虎皮 皋比
虎头蛇尾 有头无尾
虎帐 军营
互不侵犯 各不相犯
互不相让 各执己见
互换 交换
互相研究 切磋琢磨
互助 合作
怙恶不悛 恶性难改
怙恃 父母
花白 斑白
花草 花卉
花旦 旦角
花费 消费
花卉 花草
花名 诨名
花圃 花园
花容月貌 闭月羞花
花天酒地 酒绿灯红
花纹 斑纹
花样 名堂
花园 花圃
花招 把戏
华而不实 脆而不坚
华盖云集 门庭若市
华丽 华美
华美 华丽
华文 汉文
哗闹 嘈吵喧斗
滑冰 溜冰
滑稽 幽默
滑稽突梯 诙谐百出
滑头 狡黠
化名 假名
化险为夷 逢凶化吉
化妆 化装
化装 化妆
划船 荡舟
划定 规定
划一 整齐
画饼充饥 割肉医疮
画虎成犬 刻鹄类鹜
画图 绘图
话柄 口实
话不投机 交浅言深
怀愁 抱恨
怀念 思念
怀胎 受孕
怀疑 疑惑
欢畅 欢乐
欢快 欢乐
欢乐 欢快
欢腾 欢跃
欢天喜地 眉飞色舞
欢喜 欢乐
欢欣鼓舞 兴高采烈
欢迎 迎接
欢跃 欢腾
还击 回击
还是 照样
环抱 围绕
环堵萧然 家贫壁立
环顾 环视
环境 情况
环球 全球
环绕 围绕
环视 环顾
环游 周游
阛阓 商场
缓步 徐行
缓步徐行 安步当车
缓缓 徐徐
缓慢 迟缓
幻化 变幻
幻境 幻梦
幻梦 幻境
幻灭 破灭
幻想 理想
宦官 太监
宦途 仕途
唤醒 叫醒
换帖兄弟 拜把兄弟
换衣 更衣
涣散 散漫
患难夫妻 同命鸳鸯
焕然一新 面目一新
豢养 喂养
荒诞 荒谬
荒诞不经 荒谬绝伦
荒废 旷废
荒凉 荒漠
荒谬 荒诞
荒谬绝伦 荒诞不经
荒漠 荒野
荒年 凶年
荒疏 抛荒
荒唐 荒谬
荒芜 荒凉
荒野 荒原
荒淫无耻 荒淫无度
荒淫无度 荒淫无耻
荒原 荒野
慌不择路 寒不择衣
慌慌张张 快快当当
慌脚鸡 毛姜
慌乱 忙乱
慌忙 急忙
慌张 张皇
黄包车 人力车
黄灿灿 金灿灿
黄昏 傍晚
黄口孺子 乳臭未干
黄粱一梦 南柯一梦
黄泉 鬼域
惶惶 惶遽
惶遽 惶惶
惶恐 惊恐
晃动 晃悠
晃悠 晃荡
谎话 假话
谎言 假话
灰尘 尘土
灰心 泄气
灰心丧气 心灰意懒
诙谐 滑稽
诙谐百出 滑稽突梯
挥动 挥舞
挥霍 浪费
挥金如土 挥霍无度
挥泪 洒泪
挥洒自如 笔底生花
挥舞 挥动
辉煌 光辉
辉煌光耀 绚烂
回避 躲避
回答 答复
回复 答复
回复复兴 复原
回覆 答复
回顾 回想
回击 还击
回籍 还乡
回绝 拒绝
回去 归去
回生 复生
回声 反响
回收 收受接管
回手 回击
回首 回想
回乡 回籍
回想 回忆
回销 返梢
回心转意 改变主张
回旋 盘旋
回忆 回想
回转 反转展转
悔过 悔悟
悔恨 痛恨
悔悟 悔过
汇报 报告请示
汇合 会合
会餐 聚餐
会合 汇合
会集 会合
会计 管帐
会见 会面
会面 会见
会商 谈判
会谈 谈判
会堂 礼堂
会晤 见面
会心 会意
会意 会心
绘声绘色 有声有色
绘声绘影 历历如绘
绘图 画图
贿赂 行贿
晦涩 艰涩
惠而不费 不伤脾胃
惠顾 光顾
毁谤 诽谤
毁坏 损坏
毁灭 扑灭
毁伤 损伤
昏暗 阴暗
昏倒 昏迷
昏瞶 颟顸
昏黄 朦胧
昏迷 晕厥
昏迷不醒 不省人事
昏天黑地 天昏地暗
婚事 亲事
浑厚 憨厚
浑浑噩噩 胡里胡涂
浑金璞玉 天真未凿
浑朴 浑厚
浑身 满身
浑水摸鱼 混水摸鱼
浑浊 污浊
魂不附体 丢魂失魄
魂飞魄散 六神无主
魂飞天外 魄散九霄
魂魄 灵魂
混合 混杂
混居 杂居
混乱 凌乱
混名 花名
混淆 混杂
混淆黑白 混淆视听
混杂 混淆
豁达 开朗
豁亮 明亮
豁略大度 宽宏大量
豁免 宽免
豁拳 猜拳
豁然开朗 名顿开
活动 运动
活该 该死
活结 活扣
活扣 活结
活力 活气
活龙活现 活灵活现
活埋 生坑
活泼 生动
活气 活力
活跃 活泼
活捉 生擒
活着 在世
火把 火炬
火锅 暖锅
火化 火葬
火急 弁急
火警 失火
火炬 火把
火伞高张 烈日当空
火上加油 泼油救火
火上浇油 推波助澜
火食 人烟
火头 庖丁
火线 前线
火油 煤油
火灾 火警
火葬 火化
伙计 店员
或人 某人
或谓 或曰
货币 泉币
货仓 堆栈
货郎鼓 拨浪鼓
货品 货物
货色 货品
货物 货色
获利优厚 利市三倍
祸从口出 祸发齿牙
祸端 祸根
祸发齿牙 祸从口出
祸根 祸胎
祸国殃民 病国殃民
祸患 祸殃
祸乱滔天 沧海横流
祸殃 祸患
讥嘲 讥诮
讥讽 讽刺
讥诮 讽刺
讥笑 嘲笑
击鼓 伐鼓
击节称赏 拍案叫绝
击柝 打更
饥肠辘辘 大肠告小肠
饥荒 饥馑
饥馑 饥荒
机动 灵活
机会 机遇
机警 机灵
机灵 机警
机密 秘密
机敏 机灵
机谋 权略
机器 机械
机遇 机会
机智 机灵
鸡飞狗跳 鸡犬不宁
鸡飞狗走 鸡飞狗跳
鸡零狗碎 琐屑零星
鸡犬不留 斩草除根
积储 储蓄储存
积存 积压
积德 积善
积渐 浸渐
积聚 积累
积累 积聚
积年 历年
积年累月 年深月久
积习难改 积重难返
积蓄 蓄积
积压 积存
积羽沉舟 聚蚊成雷
积重难返 积习难改
积贮 积蓄
基本 根本
基层 下层
基础 基本
缉捕 搜捕
缉获 缴获
箕踞 盘蹲
稽查 稽察查察
稽察 稽查查察
稽核 考核
稽首 顿首
激昂 激动慷慨
激动 冲动
激愤 激怒
激励 鼓励
激烈 剧烈
激流 急流
激怒 激愤
激情 豪情
激情亲切 热忱
激战 鏖战
羁系 监禁
及锋而试 捷足先登
及格 合格
及笄年华 豆蔻年华
及时 实时
吉人 良士
吉人天相 善者神佑
吉日 谷旦
吉士 吉人
吉祥 祥瑞
吉兆 喜兆
岌岌可危 一发千钧
汲取 吸取
汲水 打水
即日 克日
即是 等于
极点 顶点
极度 极端
极峰 山顶颠峰
极尽描摹 淋漓尽致
极乐世界 神仙世界
极力 死力
极少 少少
极新 崭新
极刑 死刑
极重繁重 深重
急变 遽变
急公好义 慷慨仗义
急乎乎 急忙忙
急急 吃紧
急遽 急忙
急流 激流
急忙 匆忙
急忙忙 急乎乎
急迫 急切
急起直追 奋起直追
急切 迫切
急躁 浮躁
急中生智 情急智生
疾驰 奔驰
疾言厉色 正言厉色
棘手 辣手
集合 聚集
集会 聚会会议
集团 团体
集腋成裘 积少成多
辑录 编录
籍籍无名 没没无闻
几次 几回
几多 若干好多
己饥己溺 爱人如己
计划 筹划
计划精巧 算无遗策
计谋 计策
计算 盘算
计无所出 小手小脚
记录 记载
记取 记着
记载 记录
记着 记住
伎俩 手法
纪录 记载
纪律 规律
纪年 编年
妓院 倡寮
忌辰 忌日
忌惮 顾忌
忌讳 隐讳
忌日 忌辰
技能 技巧
技巧 技能
技术 技巧
技痒 摩拳擦掌
技艺 身手
季候 时令
季节 季候
季世 末世
济急 救急
济困解危 雪中送炭
继承 继续
继室 后妻
继述 绍述
继续 持续
继续不停 络绎不绝
寂静 僻静
寂寥 寥寂
寂然 肃然
寄存 存放
寄放 存放
寄父 干爹
寄居 借居
寄人篱下 俯仰由人
寄托 依靠
寄义 含义
祭奠 敬拜
祭祀 祭奠
加快 加速
加强 增强
加入 参加
加速 加快
夹杂 搀杂
佳兵不祥 兵凶战危
佳构 精品
佳话 美谈
佳偶 良伴
佳偶天成 嘉偶天成
佳肴 好菜
佳誉 美誉
佳兆 吉兆
枷锁 桎梏
家常便饭 屡见不鲜
家道 家境
家景 家境
家境 家道
家眷 家属
家贫壁立 环堵萧然
家声 门风
家世 门第
家书 家信
家徒壁立 四壁萧条
家徒四壁 贫无立锥
家乡 故乡
家畜 六畜
家属 家眷
袈裟 法衣
嘉会 盛会
嘉奖 奖励
嘉偶天成 佳偶天成
甲板 船面
甲鱼 团鱼
价格 价钱
价钱 价格
价值千金 无价之宝
驾返瑶池 跨鹤西归
驾驭 驾御
驾御 驾驭
假贷 借贷
假公济私 营私舞弊
假话 谎话
